"","Month","Series_ID","Title","Employed"
"521",1982 May,"CEU0500000001","Total Private",74143
"522",1982 Jun,"CEU0500000001","Total Private",74518
"523",1982 Jul,"CEU0500000001","Total Private",74155
"524",1982 Aug,"CEU0500000001","Total Private",74153
"525",1982 Sep,"CEU0500000001","Total Private",74034
"526",1982 Oct,"CEU0500000001","Total Private",73527
"527",1982 Nov,"CEU0500000001","Total Private",73273
"528",1982 Dec,"CEU0500000001","Total Private",73198
"529",1983 Jan,"CEU0500000001","Total Private",71708
"530",1983 Feb,"CEU0500000001","Total Private",71477
"531",1983 Mar,"CEU0500000001","Total Private",72004
"532",1983 Apr,"CEU0500000001","Total Private",72895
"533",1983 May,"CEU0500000001","Total Private",73691
"534",1983 Jun,"CEU0500000001","Total Private",74713
"535",1983 Jul,"CEU0500000001","Total Private",75000
"536",1983 Aug,"CEU0500000001","Total Private",74874
"537",1983 Sep,"CEU0500000001","Total Private",75980
"538",1983 Oct,"CEU0500000001","Total Private",76107
"539",1983 Nov,"CEU0500000001","Total Private",76331
"540",1983 Dec,"CEU0500000001","Total Private",76627
"541",1984 Jan,"CEU0500000001","Total Private",75370
"542",1984 Feb,"CEU0500000001","Total Private",75652
"543",1984 Mar,"CEU0500000001","Total Private",76300
"544",1984 Apr,"CEU0500000001","Total Private",77238
"545",1984 May,"CEU0500000001","Total Private",78067
"546",1984 Jun,"CEU0500000001","Total Private",79088
"547",1984 Jul,"CEU0500000001","Total Private",79205
"548",1984 Aug,"CEU0500000001","Total Private",79583
"549",1984 Sep,"CEU0500000001","Total Private",79835
"550",1984 Oct,"CEU0500000001","Total Private",79923
"551",1984 Nov,"CEU0500000001","Total Private",80135
"552",1984 Dec,"CEU0500000001","Total Private",80270
"553",1985 Jan,"CEU0500000001","Total Private",78724
"554",1985 Feb,"CEU0500000001","Total Private",78642
"555",1985 Mar,"CEU0500000001","Total Private",79331
"556",1985 Apr,"CEU0500000001","Total Private",80138
"557",1985 May,"CEU0500000001","Total Private",80931
"558",1985 Jun,"CEU0500000001","Total Private",81705
"559",1985 Jul,"CEU0500000001","Total Private",81608
"560",1985 Aug,"CEU0500000001","Total Private",82011
"561",1985 Sep,"CEU0500000001","Total Private",82108
"562",1985 Oct,"CEU0500000001","Total Private",82144
"563",1985 Nov,"CEU0500000001","Total Private",82249
"564",1985 Dec,"CEU0500000001","Total Private",82404
"565",1986 Jan,"CEU0500000001","Total Private",80695
"566",1986 Feb,"CEU0500000001","Total Private",80562
"567",1986 Mar,"CEU0500000001","Total Private",81050
"568",1986 Apr,"CEU0500000001","Total Private",81891
"569",1986 May,"CEU0500000001","Total Private",82551
"570",1986 Jun,"CEU0500000001","Total Private",83127
"571",1986 Jul,"CEU0500000001","Total Private",83280
"572",1986 Aug,"CEU0500000001","Total Private",83596
"573",1986 Sep,"CEU0500000001","Total Private",83675
"574",1986 Oct,"CEU0500000001","Total Private",83706
"575",1986 Nov,"CEU0500000001","Total Private",83796
"576",1986 Dec,"CEU0500000001","Total Private",84007
"577",1987 Jan,"CEU0500000001","Total Private",82305
"578",1987 Feb,"CEU0500000001","Total Private",82353
"579",1987 Mar,"CEU0500000001","Total Private",82961
"580",1987 Apr,"CEU0500000001","Total Private",83930
"581",1987 May,"CEU0500000001","Total Private",84690
"582",1987 Jun,"CEU0500000001","Total Private",85549
"583",1987 Jul,"CEU0500000001","Total Private",85695
"584",1987 Aug,"CEU0500000001","Total Private",86087
"585",1987 Sep,"CEU0500000001","Total Private",86119
"586",1987 Oct,"CEU0500000001","Total Private",86403
"587",1987 Nov,"CEU0500000001","Total Private",86584
"588",1987 Dec,"CEU0500000001","Total Private",86846
"589",1988 Jan,"CEU0500000001","Total Private",85039
"590",1988 Feb,"CEU0500000001","Total Private",85291
"591",1988 Mar,"CEU0500000001","Total Private",85894
"592",1988 Apr,"CEU0500000001","Total Private",86798
"593",1988 May,"CEU0500000001","Total Private",87518
"594",1988 Jun,"CEU0500000001","Total Private",88617
"595",1988 Jul,"CEU0500000001","Total Private",88704
"596",1988 Aug,"CEU0500000001","Total Private",89004
"597",1988 Sep,"CEU0500000001","Total Private",88975
"598",1988 Oct,"CEU0500000001","Total Private",89119
"599",1988 Nov,"CEU0500000001","Total Private",89397
"600",1988 Dec,"CEU0500000001","Total Private",89703
"601",1989 Jan,"CEU0500000001","Total Private",88003
"602",1989 Feb,"CEU0500000001","Total Private",88081
"603",1989 Mar,"CEU0500000001","Total Private",88631
"604",1989 Apr,"CEU0500000001","Total Private",89427
"605",1989 May,"CEU0500000001","Total Private",90054
"606",1989 Jun,"CEU0500000001","Total Private",90939
"607",1989 Jul,"CEU0500000001","Total Private",90843
"608",1989 Aug,"CEU0500000001","Total Private",91042
"609",1989 Sep,"CEU0500000001","Total Private",90963
"610",1989 Oct,"CEU0500000001","Total Private",90958
"611",1989 Nov,"CEU0500000001","Total Private",91240
"612",1989 Dec,"CEU0500000001","Total Private",91302
"613",1990 Jan,"CEU0500000001","Total Private",89455
"614",1990 Feb,"CEU0500000001","Total Private",89598
"615",1990 Mar,"CEU0500000001","Total Private",90053
"616",1990 Apr,"CEU0500000001","Total Private",90634
"617",1990 May,"CEU0500000001","Total Private",91308
"618",1990 Jun,"CEU0500000001","Total Private",92209
"619",1990 Jul,"CEU0500000001","Total Private",92008
"620",1990 Aug,"CEU0500000001","Total Private",92152
"621",1990 Sep,"CEU0500000001","Total Private",91853
"622",1990 Oct,"CEU0500000001","Total Private",91544
"623",1990 Nov,"CEU0500000001","Total Private",91346
"624",1990 Dec,"CEU0500000001","Total Private",91189
"625",1991 Jan,"CEU0500000001","Total Private",88987
"626",1991 Feb,"CEU0500000001","Total Private",88617
"627",1991 Mar,"CEU0500000001","Total Private",88819
"628",1991 Apr,"CEU0500000001","Total Private",89229
"629",1991 May,"CEU0500000001","Total Private",89866
"630",1991 Jun,"CEU0500000001","Total Private",90616
"631",1991 Jul,"CEU0500000001","Total Private",90438
"632",1991 Aug,"CEU0500000001","Total Private",90720
"633",1991 Sep,"CEU0500000001","Total Private",90543
"634",1991 Oct,"CEU0500000001","Total Private",90364
"635",1991 Nov,"CEU0500000001","Total Private",90222
"636",1991 Dec,"CEU0500000001","Total Private",90152
"637",1992 Jan,"CEU0500000001","Total Private",88085
"638",1992 Feb,"CEU0500000001","Total Private",88011
"639",1992 Mar,"CEU0500000001","Total Private",88407
"640",1992 Apr,"CEU0500000001","Total Private",89240
"641",1992 May,"CEU0500000001","Total Private",90020
"642",1992 Jun,"CEU0500000001","Total Private",90808
"643",1992 Jul,"CEU0500000001","Total Private",90778
"644",1992 Aug,"CEU0500000001","Total Private",90965
"645",1992 Sep,"CEU0500000001","Total Private",90864
"646",1992 Oct,"CEU0500000001","Total Private",90949
"647",1992 Nov,"CEU0500000001","Total Private",90987
"648",1992 Dec,"CEU0500000001","Total Private",91071
"649",1993 Jan,"CEU0500000001","Total Private",89264
"650",1993 Feb,"CEU0500000001","Total Private",89523
"651",1993 Mar,"CEU0500000001","Total Private",89855
"652",1993 Apr,"CEU0500000001","Total Private",90852
"653",1993 May,"CEU0500000001","Total Private",91775
"654",1993 Jun,"CEU0500000001","Total Private",92655
"655",1993 Jul,"CEU0500000001","Total Private",92819
"656",1993 Aug,"CEU0500000001","Total Private",93108
"657",1993 Sep,"CEU0500000001","Total Private",93110
"658",1993 Oct,"CEU0500000001","Total Private",93277
"659",1993 Nov,"CEU0500000001","Total Private",93467
"660",1993 Dec,"CEU0500000001","Total Private",93651
"661",1994 Jan,"CEU0500000001","Total Private",91752
"662",1994 Feb,"CEU0500000001","Total Private",91988
"663",1994 Mar,"CEU0500000001","Total Private",92823
"664",1994 Apr,"CEU0500000001","Total Private",93891
"665",1994 May,"CEU0500000001","Total Private",94840
"666",1994 Jun,"CEU0500000001","Total Private",95938
"667",1994 Jul,"CEU0500000001","Total Private",96106
"668",1994 Aug,"CEU0500000001","Total Private",96531
"669",1994 Sep,"CEU0500000001","Total Private",96584
"670",1994 Oct,"CEU0500000001","Total Private",96700
"671",1994 Nov,"CEU0500000001","Total Private",97079
"672",1994 Dec,"CEU0500000001","Total Private",97252
"673",1995 Jan,"CEU0500000001","Total Private",95333
"674",1995 Feb,"CEU0500000001","Total Private",95615
"675",1995 Mar,"CEU0500000001","Total Private",96263
"676",1995 Apr,"CEU0500000001","Total Private",97097
"677",1995 May,"CEU0500000001","Total Private",97831
"678",1995 Jun,"CEU0500000001","Total Private",98845
"679",1995 Jul,"CEU0500000001","Total Private",98757
"680",1995 Aug,"CEU0500000001","Total Private",99150
"681",1995 Sep,"CEU0500000001","Total Private",99078
"682",1995 Oct,"CEU0500000001","Total Private",99145
"683",1995 Nov,"CEU0500000001","Total Private",99267
"684",1995 Dec,"CEU0500000001","Total Private",99316
"685",1996 Jan,"CEU0500000001","Total Private",97054
"686",1996 Feb,"CEU0500000001","Total Private",97585
"687",1996 Mar,"CEU0500000001","Total Private",98257
"688",1996 Apr,"CEU0500000001","Total Private",99120
"689",1996 May,"CEU0500000001","Total Private",100196
"690",1996 Jun,"CEU0500000001","Total Private",101214
"691",1996 Jul,"CEU0500000001","Total Private",101309
"692",1996 Aug,"CEU0500000001","Total Private",101695
"693",1996 Sep,"CEU0500000001","Total Private",101459
"694",1996 Oct,"CEU0500000001","Total Private",101683
"695",1996 Nov,"CEU0500000001","Total Private",101954
"696",1996 Dec,"CEU0500000001","Total Private",102038
"697",1997 Jan,"CEU0500000001","Total Private",99915
"698",1997 Feb,"CEU0500000001","Total Private",100401
"699",1997 Mar,"CEU0500000001","Total Private",101173
"700",1997 Apr,"CEU0500000001","Total Private",102161
"701",1997 May,"CEU0500000001","Total Private",103203
"702",1997 Jun,"CEU0500000001","Total Private",104156
"703",1997 Jul,"CEU0500000001","Total Private",104296
"704",1997 Aug,"CEU0500000001","Total Private",104475
"705",1997 Sep,"CEU0500000001","Total Private",104496
"706",1997 Oct,"CEU0500000001","Total Private",104828
"707",1997 Nov,"CEU0500000001","Total Private",105073
"708",1997 Dec,"CEU0500000001","Total Private",105267
"709",1998 Jan,"CEU0500000001","Total Private",103161
"710",1998 Feb,"CEU0500000001","Total Private",103549
"711",1998 Mar,"CEU0500000001","Total Private",104166
"712",1998 Apr,"CEU0500000001","Total Private",105208
"713",1998 May,"CEU0500000001","Total Private",106204
"714",1998 Jun,"CEU0500000001","Total Private",107205
"715",1998 Jul,"CEU0500000001","Total Private",107210
"716",1998 Aug,"CEU0500000001","Total Private",107533
"717",1998 Sep,"CEU0500000001","Total Private",107337
"718",1998 Oct,"CEU0500000001","Total Private",107589
"719",1998 Nov,"CEU0500000001","Total Private",107796
"720",1998 Dec,"CEU0500000001","Total Private",108012
"721",1999 Jan,"CEU0500000001","Total Private",105713
"722",1999 Feb,"CEU0500000001","Total Private",106267
"723",1999 Mar,"CEU0500000001","Total Private",106854
"724",1999 Apr,"CEU0500000001","Total Private",107956
"725",1999 May,"CEU0500000001","Total Private",108801
"726",1999 Jun,"CEU0500000001","Total Private",109840
"727",1999 Jul,"CEU0500000001","Total Private",110034
"728",1999 Aug,"CEU0500000001","Total Private",110162
"729",1999 Sep,"CEU0500000001","Total Private",109914
"730",1999 Oct,"CEU0500000001","Total Private",110303
"731",1999 Nov,"CEU0500000001","Total Private",110597
"732",1999 Dec,"CEU0500000001","Total Private",110751
"733",2000 Jan,"CEU0500000001","Total Private",108514
"734",2000 Feb,"CEU0500000001","Total Private",108786
"735",2000 Mar,"CEU0500000001","Total Private",109644
"736",2000 Apr,"CEU0500000001","Total Private",110571
"737",2000 May,"CEU0500000001","Total Private",111175
"738",2000 Jun,"CEU0500000001","Total Private",112314
"739",2000 Jul,"CEU0500000001","Total Private",112263
"740",2000 Aug,"CEU0500000001","Total Private",112377
"741",2000 Sep,"CEU0500000001","Total Private",112141
"742",2000 Oct,"CEU0500000001","Total Private",112213
"743",2000 Nov,"CEU0500000001","Total Private",112421
"744",2000 Dec,"CEU0500000001","Total Private",112395
"745",2001 Jan,"CEU0500000001","Total Private",109928
"746",2001 Feb,"CEU0500000001","Total Private",110140
"747",2001 Mar,"CEU0500000001","Total Private",110603
"748",2001 Apr,"CEU0500000001","Total Private",110962
"749",2001 May,"CEU0500000001","Total Private",111624
"750",2001 Jun,"CEU0500000001","Total Private",112303
"751",2001 Jul,"CEU0500000001","Total Private",111897
"752",2001 Aug,"CEU0500000001","Total Private",111827
"753",2001 Sep,"CEU0500000001","Total Private",111086
"754",2001 Oct,"CEU0500000001","Total Private",110771
"755",2001 Nov,"CEU0500000001","Total Private",110423
"756",2001 Dec,"CEU0500000001","Total Private",110065
"757",2002 Jan,"CEU0500000001","Total Private",107591
"758",2002 Feb,"CEU0500000001","Total Private",107651
"759",2002 Mar,"CEU0500000001","Total Private",108133
"760",2002 Apr,"CEU0500000001","Total Private",108712
"761",2002 May,"CEU0500000001","Total Private",109382
"762",2002 Jun,"CEU0500000001","Total Private",110169
"763",2002 Jul,"CEU0500000001","Total Private",109904
"764",2002 Aug,"CEU0500000001","Total Private",109960
"765",2002 Sep,"CEU0500000001","Total Private",109510
"766",2002 Oct,"CEU0500000001","Total Private",109668
"767",2002 Nov,"CEU0500000001","Total Private",109651
"768",2002 Dec,"CEU0500000001","Total Private",109302
"769",2003 Jan,"CEU0500000001","Total Private",107035
"770",2003 Feb,"CEU0500000001","Total Private",107069
"771",2003 Mar,"CEU0500000001","Total Private",107473
"772",2003 Apr,"CEU0500000001","Total Private",108148
"773",2003 May,"CEU0500000001","Total Private",108923
"774",2003 Jun,"CEU0500000001","Total Private",109652
"775",2003 Jul,"CEU0500000001","Total Private",109453
"776",2003 Aug,"CEU0500000001","Total Private",109551
"777",2003 Sep,"CEU0500000001","Total Private",109280
"778",2003 Oct,"CEU0500000001","Total Private",109530
"779",2003 Nov,"CEU0500000001","Total Private",109586
"780",2003 Dec,"CEU0500000001","Total Private",109471
"781",2004 Jan,"CEU0500000001","Total Private",107283
"782",2004 Feb,"CEU0500000001","Total Private",107491
"783",2004 Mar,"CEU0500000001","Total Private",108386
"784",2004 Apr,"CEU0500000001","Total Private",109485
"785",2004 May,"CEU0500000001","Total Private",110409
"786",2004 Jun,"CEU0500000001","Total Private",111299
"787",2004 Jul,"CEU0500000001","Total Private",111249
"788",2004 Aug,"CEU0500000001","Total Private",111249
"789",2004 Sep,"CEU0500000001","Total Private",110920
"790",2004 Oct,"CEU0500000001","Total Private",111375
"791",2004 Nov,"CEU0500000001","Total Private",111476
"792",2004 Dec,"CEU0500000001","Total Private",111368
"793",2005 Jan,"CEU0500000001","Total Private",109086
"794",2005 Feb,"CEU0500000001","Total Private",109487
"795",2005 Mar,"CEU0500000001","Total Private",110230
"796",2005 Apr,"CEU0500000001","Total Private",111429
"797",2005 May,"CEU0500000001","Total Private",112237
"798",2005 Jun,"CEU0500000001","Total Private",113352
"799",2005 Jul,"CEU0500000001","Total Private",113361
"800",2005 Aug,"CEU0500000001","Total Private",113579
"801",2005 Sep,"CEU0500000001","Total Private",113182
"802",2005 Oct,"CEU0500000001","Total Private",113434
"803",2005 Nov,"CEU0500000001","Total Private",113840
"804",2005 Dec,"CEU0500000001","Total Private",113748
"805",2006 Jan,"CEU0500000001","Total Private",111593
"806",2006 Feb,"CEU0500000001","Total Private",112051
"807",2006 Mar,"CEU0500000001","Total Private",112919
"808",2006 Apr,"CEU0500000001","Total Private",113825
"809",2006 May,"CEU0500000001","Total Private",114640
"810",2006 Jun,"CEU0500000001","Total Private",115574
"811",2006 Jul,"CEU0500000001","Total Private",115494
"812",2006 Aug,"CEU0500000001","Total Private",115652
"813",2006 Sep,"CEU0500000001","Total Private",115230
"814",2006 Oct,"CEU0500000001","Total Private",115425
"815",2006 Nov,"CEU0500000001","Total Private",115676
"816",2006 Dec,"CEU0500000001","Total Private",115670
"817",2007 Jan,"CEU0500000001","Total Private",113360
"818",2007 Feb,"CEU0500000001","Total Private",113581
"819",2007 Mar,"CEU0500000001","Total Private",114373
"820",2007 Apr,"CEU0500000001","Total Private",115162
"821",2007 May,"CEU0500000001","Total Private",116088
"822",2007 Jun,"CEU0500000001","Total Private",116999
"823",2007 Jul,"CEU0500000001","Total Private",116815
"824",2007 Aug,"CEU0500000001","Total Private",116813
"825",2007 Sep,"CEU0500000001","Total Private",116369
"826",2007 Oct,"CEU0500000001","Total Private",116541
"827",2007 Nov,"CEU0500000001","Total Private",116711
"828",2007 Dec,"CEU0500000001","Total Private",116559
"829",2008 Jan,"CEU0500000001","Total Private",114018
"830",2008 Feb,"CEU0500000001","Total Private",114051
"831",2008 Mar,"CEU0500000001","Total Private",114538
"832",2008 Apr,"CEU0500000001","Total Private",115065
"833",2008 May,"CEU0500000001","Total Private",115607
"834",2008 Jun,"CEU0500000001","Total Private",116185
"835",2008 Jul,"CEU0500000001","Total Private",115857
"836",2008 Aug,"CEU0500000001","Total Private",115658
"837",2008 Sep,"CEU0500000001","Total Private",114775
"838",2008 Oct,"CEU0500000001","Total Private",114505
"839",2008 Nov,"CEU0500000001","Total Private",113710
"840",2008 Dec,"CEU0500000001","Total Private",112815
"841",2009 Jan,"CEU0500000001","Total Private",109571
"842",2009 Feb,"CEU0500000001","Total Private",108938
"843",2009 Mar,"CEU0500000001","Total Private",108715
"844",2009 Apr,"CEU0500000001","Total Private",108765
"845",2009 May,"CEU0500000001","Total Private",109107
"846",2009 Jun,"CEU0500000001","Total Private",109386
"847",2009 Jul,"CEU0500000001","Total Private",109073
"848",2009 Aug,"CEU0500000001","Total Private",108882
